1000,21.16296416600545
1000,21.16296416600545
2000,13.855876299540201
3000,14.944067446390788
4000,18.89855957667033
5000,21.119465300242105
6000,25.32669422149658
7000,25.967011896769204
8000,31.869713338216147
9000,33.82545701344808
10000,34.36783238728841
1000,21.16296416600545
2000,13.855876299540201
3000,14.944067446390788
4000,18.89855957667033
5000,21.119465300242105
6000,25.32669422149658
7000,25.967011896769204
8000,31.869713338216147
9000,33.82545701344808
10000,34.36783238728841
1000,21.16296416600545
2000,13.855876299540201
3000,14.944067446390788
4000,18.89855957667033
5000,21.119465300242105
6000,25.32669422149658
7000,25.967011896769204
8000,31.869713338216147
9000,33.82545701344808
10000,34.36783238728841
